role,champion_1,champion_2,duel_winrate,duel_games
BOTTOM,Samira,Vladimir,0.5,2
TOP,Qiyana,Camille,0.5,2
TOP,Camille,Qiyana,0.5,2
UTILITY,Galio,Bard,0.5714285714285714,7
UTILITY,Bard,Galio,0.42857142857142855,7
TOP,Sett,Quinn,0.0,1
TOP,Quinn,Sett,1.0,1
TOP,Volibear,Chogath,0.75,4
TOP,Chogath,Volibear,0.25,4
UTILITY,Alistar,Maokai,0.2857142857142857,7
UTILITY,Maokai,Alistar,0.7142857142857143,7
TOP,RekSai,Fiora,0.0,1
TOP,Fiora,RekSai,1.0,1
BOTTOM,Brand,KogMaw,0.4,5
BOTTOM,KogMaw,Brand,0.6,5
MIDDLE,Ivern,Quinn,0.0,1
MIDDLE,Quinn,Ivern,1.0,1
TOP,Briar,Gwen,1.0,1
TOP,Gwen,Briar,0.0,1
MIDDLE,Xerath,Lux,0.0,3
MIDDLE,Lux,Xerath,1.0,3
MIDDLE,Ahri,Sivir,1.0,1
MIDDLE,Sivir,Ahri,0.0,1
TOP,Shen,Kassadin,1.0,1
TOP,Kassadin,Shen,0.0,1
MIDDLE,Soraka,Zed,0.25,4
MIDDLE,Zed,Soraka,0.75,4
JUNGLE,Elise,Olaf,0.0,2
JUNGLE,Olaf,Elise,1.0,2
JUNGLE,Olaf,Hecarim,1.0,1
JUNGLE,Hecarim,Olaf,0.0,1
MIDDLE,Galio,Renekton,1.0,1
MIDDLE,Renekton,Galio,0.0,1
TOP,TwistedFate,Riven,0.0,1
TOP,Riven,TwistedFate,1.0,1
UTILITY,Elise,Anivia,0.0,1
UTILITY,Anivia,Elise,1.0,1
TOP,Smolder,XinZhao,0.0,1
TOP,XinZhao,Smolder,1.0,1
JUNGLE,Malphite,Amumu,0.5,2
JUNGLE,Amumu,Malphite,0.5,2
TOP,Brand,TwistedFate,1.0,2
TOP,TwistedFate,Brand,0.0,2
MIDDLE,XinZhao,Velkoz,1.0,1
MIDDLE,Velkoz,XinZhao,0.0,1
MIDDLE,Gragas,Swain,1.0,1
MIDDLE,Swain,Gragas,0.0,1
UTILITY,Rell,Ivern,1.0,2
UTILITY,Ivern,Rell,0.0,2
MIDDLE,Karma,XinZhao,1.0,2
MIDDLE,XinZhao,Karma,0.0,2
MIDDLE,Neeko,Riven,0.5,2
MIDDLE,Riven,Neeko,0.5,2
TOP,Katarina,FiddleSticks,1.0,1
TOP,FiddleSticks,Katarina,0.0,1
MIDDLE,Swain,Riven,0.5,2
MIDDLE,Riven,Swain,0.5,2
MIDDLE,Ryze,Fiora,1.0,1
MIDDLE,Fiora,Ryze,0.0,1
BOTTOM,Sion,Brand,0.0,1
BOTTOM,Brand,Sion,1.0,1
MIDDLE,Jayce,Fiora,0.0,1
MIDDLE,Fiora,Jayce,1.0,1
JUNGLE,Sejuani,XinZhao,0.0,2
JUNGLE,XinZhao,Sejuani,1.0,2
JUNGLE,Warwick,Karthus,0.0,1
JUNGLE,Karthus,Warwick,1.0,1
MIDDLE,Akali,Fiora,0.3333333333333333,3
MIDDLE,Fiora,Akali,0.6666666666666666,3
TOP,Yone,Leblanc,0.0,3
TOP,Leblanc,Yone,1.0,3
MIDDLE,Anivia,Corki,0.0,2
MIDDLE,Corki,Anivia,1.0,2
BOTTOM,Cassiopeia,Karthus,0.5,2
BOTTOM,Karthus,Cassiopeia,0.5,2
TOP,Aatrox,Maokai,0.0,2
TOP,Maokai,Aatrox,1.0,2
JUNGLE,Brand,Zac,0.5,2
JUNGLE,Zac,Brand,0.5,2
MIDDLE,Warwick,Syndra,0.0,1
MIDDLE,Syndra,Warwick,1.0,1
TOP,Fizz,Shen,0.0,1
TOP,Shen,Fizz,1.0,1
JUNGLE,Gragas,Naafiri,1.0,2
JUNGLE,Naafiri,Gragas,0.0,2
MIDDLE,TwistedFate,Fiora,0.0,2
MIDDLE,Fiora,TwistedFate,1.0,2
UTILITY,Yuumi,Vi,0.0,1
UTILITY,Vi,Yuumi,1.0,1
UTILITY,Janna,Sion,1.0,3
UTILITY,Sion,Janna,0.0,3
TOP,Gangplank,Maokai,0.0,1
TOP,Maokai,Gangplank,1.0,1
MIDDLE,Malzahar,XinZhao,1.0,1
MIDDLE,XinZhao,Malzahar,0.0,1
TOP,Renekton,Morgana,1.0,1
TOP,Morgana,Renekton,0.0,1
TOP,Shyvana,Malphite,0.6666666666666666,3
TOP,Malphite,Shyvana,0.3333333333333333,3
MIDDLE,Zoe,Teemo,0.0,1
MIDDLE,Teemo,Zoe,1.0,1
TOP,Garen,Karthus,1.0,1
TOP,Karthus,Garen,0.0,1
TOP,Gragas,TahmKench,0.5,2
TOP,TahmKench,Gragas,0.5,2
MIDDLE,Riven,TwistedFate,0.9090909090909091,11
MIDDLE,TwistedFate,Riven,0.09090909090909091,11
TOP,Diana,XinZhao,0.0,1
TOP,XinZhao,Diana,1.0,1
MIDDLE,Riven,Seraphine,0.75,4
MIDDLE,Seraphine,Riven,0.25,4
MIDDLE,Leblanc,XinZhao,0.4,5
MIDDLE,XinZhao,Leblanc,0.6,5
JUNGLE,Darius,Naafiri,0.0,1
JUNGLE,Naafiri,Darius,1.0,1
MIDDLE,Pantheon,Vex,0.0,1
MIDDLE,Vex,Pantheon,1.0,1
MIDDLE,Riven,KogMaw,0.0,2
MIDDLE,KogMaw,Riven,1.0,2
BOTTOM,Fiora,Yasuo,1.0,1
BOTTOM,Yasuo,Fiora,0.0,1
TOP,Fizz,Zilean,1.0,2
TOP,Zilean,Fizz,0.0,2
TOP,RekSai,Katarina,1.0,1
TOP,Katarina,RekSai,0.0,1
MIDDLE,Chogath,Fizz,0.3333333333333333,3
MIDDLE,Fizz,Chogath,0.6666666666666666,3
MIDDLE,Kennen,Chogath,0.0,1
MIDDLE,Chogath,Kennen,1.0,1
TOP,Singed,Vex,0.0,1
TOP,Vex,Singed,1.0,1
TOP,Zilean,KSante,0.5,2
TOP,KSante,Zilean,0.5,2
TOP,Maokai,Yone,1.0,1
TOP,Yone,Maokai,0.0,1
UTILITY,Maokai,Blitzcrank,0.5,2
UTILITY,Blitzcrank,Maokai,0.5,2
UTILITY,Nidalee,Lux,0.0,1
UTILITY,Lux,Nidalee,1.0,1
TOP,Jax,Lissandra,0.0,1
TOP,Lissandra,Jax,1.0,1
MIDDLE,Ezreal,Kayle,0.0,2
MIDDLE,Kayle,Ezreal,1.0,2
TOP,Heimerdinger,Vladimir,0.0,1
TOP,Vladimir,Heimerdinger,1.0,1
JUNGLE,Belveth,Zed,0.6666666666666666,3
JUNGLE,Zed,Belveth,0.3333333333333333,3
TOP,Anivia,Annie,0.0,2
TOP,Annie,Anivia,1.0,2
UTILITY,Pantheon,Shaco,0.25,4
UTILITY,Shaco,Pantheon,0.75,4
MIDDLE,Chogath,Akshan,0.25,4
MIDDLE,Akshan,Chogath,0.75,4
TOP,Anivia,Kalista,0.5,2
TOP,Kalista,Anivia,0.5,2
TOP,Jhin,Akshan,0.0,1
TOP,Akshan,Jhin,1.0,1
TOP,Elise,Mordekaiser,1.0,1
TOP,Mordekaiser,Elise,0.0,1
MIDDLE,Mel,Swain,0.0,1
MIDDLE,Swain,Mel,1.0,1
TOP,Vayne,Lux,0.5,2
TOP,Lux,Vayne,0.5,2
UTILITY,Velkoz,Nidalee,1.0,1
UTILITY,Nidalee,Velkoz,0.0,1
TOP,Gangplank,Kassadin,1.0,1
TOP,Kassadin,Gangplank,0.0,1
JUNGLE,Warwick,Brand,0.0,1
JUNGLE,Brand,Warwick,1.0,1
MIDDLE,Varus,Malphite,0.0,1
MIDDLE,Malphite,Varus,1.0,1
UTILITY,Lulu,Ashe,0.0,1
UTILITY,Ashe,Lulu,1.0,1
MIDDLE,Kassadin,Rumble,0.5,2
MIDDLE,Rumble,Kassadin,0.5,2
TOP,Gwen,Shyvana,0.5,2
TOP,Shyvana,Gwen,0.5,2
JUNGLE,XinZhao,Maokai,1.0,1
JUNGLE,Maokai,XinZhao,0.0,1
TOP,TwistedFate,Akali,0.75,4
TOP,Akali,TwistedFate,0.25,4
TOP,Poppy,Gwen,1.0,1
TOP,Gwen,Poppy,0.0,1
MIDDLE,Qiyana,Xerath,1.0,3
MIDDLE,Xerath,Qiyana,0.0,3
BOTTOM,XinZhao,Swain,0.0,1
BOTTOM,Swain,XinZhao,1.0,1
TOP,Shyvana,Kayn,0.0,1
TOP,Kayn,Shyvana,1.0,1
MIDDLE,Shyvana,Xerath,0.0,1
MIDDLE,Xerath,Shyvana,1.0,1
TOP,Taliyah,Ornn,0.0,2
TOP,Ornn,Taliyah,1.0,2
MIDDLE,Riven,Zilean,0.3333333333333333,3
MIDDLE,Zilean,Riven,0.6666666666666666,3
TOP,Hwei,Kennen,0.0,1
TOP,Kennen,Hwei,1.0,1
TOP,Taliyah,Ahri,0.0,1
TOP,Ahri,Taliyah,1.0,1
UTILITY,Blitzcrank,Nidalee,0.0,1
UTILITY,Nidalee,Blitzcrank,1.0,1
TOP,Kennen,Ryze,0.5,2
TOP,Ryze,Kennen,0.5,2
TOP,Tryndamere,Poppy,0.0,1
TOP,Poppy,Tryndamere,1.0,1
MIDDLE,Ezreal,Galio,0.3333333333333333,3
MIDDLE,Galio,Ezreal,0.6666666666666666,3
TOP,Anivia,Kayn,1.0,1
TOP,Kayn,Anivia,0.0,1
BOTTOM,MissFortune,Brand,0.75,4
BOTTOM,Brand,MissFortune,0.25,4
BOTTOM,Smolder,Riven,0.8333333333333334,6
BOTTOM,Riven,Smolder,0.16666666666666666,6
UTILITY,Rakan,Naafiri,0.0,1
UTILITY,Naafiri,Rakan,1.0,1
MIDDLE,Chogath,Riven,0.25,4
MIDDLE,Riven,Chogath,0.75,4
MIDDLE,Smolder,Riven,0.0,1
MIDDLE,Riven,Smolder,1.0,1
BOTTOM,XinZhao,Viktor,0.0,1
BOTTOM,Viktor,XinZhao,1.0,1
TOP,LeeSin,Pantheon,0.0,1
TOP,Pantheon,LeeSin,1.0,1
UTILITY,Nunu,Nunu,1.0,2
BOTTOM,Senna,LeeSin,0.0,1
BOTTOM,LeeSin,Senna,1.0,1
MIDDLE,Galio,Malphite,0.5,2
MIDDLE,Malphite,Galio,0.5,2
TOP,Kled,Shyvana,0.0,1
TOP,Shyvana,Kled,1.0,1
JUNGLE,Brand,Ivern,0.3333333333333333,3
JUNGLE,Ivern,Brand,0.6666666666666666,3
UTILITY,Zyra,Rakan,0.0,1
UTILITY,Rakan,Zyra,1.0,1
MIDDLE,Galio,Kalista,0.25,4
MIDDLE,Kalista,Galio,0.5,4
TOP,Vladimir,Zac,1.0,1
TOP,Zac,Vladimir,0.0,1
TOP,Pantheon,Yasuo,0.2,5
TOP,Yasuo,Pantheon,0.8,5
JUNGLE,Briar,Darius,0.0,1
JUNGLE,Darius,Briar,1.0,1
TOP,Diana,Gragas,0.0,1
TOP,Gragas,Diana,1.0,1
MIDDLE,Akshan,Nocturne,1.0,1
MIDDLE,Nocturne,Akshan,0.0,1
MIDDLE,Ivern,Diana,0.0,1
MIDDLE,Diana,Ivern,1.0,1
MIDDLE,Irelia,Chogath,0.0,2
MIDDLE,Chogath,Irelia,1.0,2
TOP,Akali,Akshan,0.0,2
TOP,Akshan,Akali,1.0,2
BOTTOM,Naafiri,Yunara,0.0,1
BOTTOM,Yunara,Naafiri,1.0,1
TOP,Katarina,Riven,0.0,2
TOP,Riven,Katarina,1.0,2
TOP,Zed,Talon,0.5,2
TOP,Talon,Zed,0.5,2
MIDDLE,Tristana,XinZhao,0.0,2
MIDDLE,XinZhao,Tristana,1.0,2
MIDDLE,Ornn,Swain,0.0,1
MIDDLE,Swain,Ornn,1.0,1
TOP,Malphite,Diana,0.6,5
TOP,Diana,Malphite,0.4,5
TOP,Chogath,Diana,0.0,1
TOP,Diana,Chogath,1.0,1
JUNGLE,Diana,Udyr,0.75,4
JUNGLE,Udyr,Diana,0.25,4
TOP,Veigar,Jayce,1.0,1
TOP,Jayce,Veigar,0.0,1
JUNGLE,MonkeyKing,Briar,0.5,6
JUNGLE,Briar,MonkeyKing,0.5,6
BOTTOM,Akshan,Yunara,1.0,1
BOTTOM,Yunara,Akshan,0.0,1
JUNGLE,Khazix,Quinn,0.5833333333333334,12
JUNGLE,Quinn,Khazix,0.4166666666666667,12
MIDDLE,Karma,Katarina,0.0,2
MIDDLE,Katarina,Karma,1.0,2
JUNGLE,Chogath,Jax,1.0,1
JUNGLE,Jax,Chogath,0.0,1
MIDDLE,Irelia,XinZhao,0.5,6
MIDDLE,XinZhao,Irelia,0.5,6
TOP,Velkoz,Akali,0.0,2
TOP,Akali,Velkoz,1.0,2
JUNGLE,Malphite,MonkeyKing,0.6666666666666666,3
JUNGLE,MonkeyKing,Malphite,0.3333333333333333,3
TOP,MonkeyKing,Sett,0.0,1
TOP,Sett,MonkeyKing,1.0,1
JUNGLE,Quinn,MonkeyKing,0.2,5
JUNGLE,MonkeyKing,Quinn,0.8,5
TOP,Heimerdinger,Nasus,0.5,2
TOP,Nasus,Heimerdinger,0.5,2
MIDDLE,Anivia,Tryndamere,0.0,1
MIDDLE,Tryndamere,Anivia,1.0,1
BOTTOM,Zeri,MonkeyKing,0.0,1
BOTTOM,MonkeyKing,Zeri,1.0,1
MIDDLE,Ezreal,Ornn,1.0,1
MIDDLE,Ornn,Ezreal,0.0,1
TOP,Ornn,Zeri,0.5,2
TOP,Zeri,Ornn,0.5,2
MIDDLE,Rumble,Veigar,0.0,1
MIDDLE,Veigar,Rumble,1.0,1
MIDDLE,Akali,Ornn,0.0,1
MIDDLE,Ornn,Akali,1.0,1
TOP,Shen,XinZhao,0.25,4
TOP,XinZhao,Shen,0.75,4
TOP,Hwei,Malphite,0.0,1
TOP,Malphite,Hwei,1.0,1
JUNGLE,Jayce,Skarner,0.45454545454545453,11
JUNGLE,Skarner,Jayce,0.5454545454545454,11
MIDDLE,Riven,XinZhao,0.5,2
MIDDLE,XinZhao,Riven,0.5,2
TOP,Viktor,Yasuo,0.0,1
TOP,Yasuo,Viktor,1.0,1
UTILITY,Senna,Nunu,0.0,1
UTILITY,Nunu,Senna,1.0,1
TOP,Cassiopeia,Renekton,0.5555555555555556,9
TOP,Renekton,Cassiopeia,0.4444444444444444,9
MIDDLE,Galio,Kassadin,0.5,2
MIDDLE,Kassadin,Galio,0.5,2
JUNGLE,Elise,Quinn,0.42857142857142855,7
JUNGLE,Quinn,Elise,0.5714285714285714,7
JUNGLE,Nunu,Volibear,0.0,1
JUNGLE,Volibear,Nunu,1.0,1
TOP,Nasus,Garen,0.5,2
TOP,Garen,Nasus,0.5,2
TOP,Xayah,Qiyana,0.0,1
TOP,Qiyana,Xayah,1.0,1
TOP,Annie,Zilean,1.0,1
TOP,Zilean,Annie,0.0,1
MIDDLE,Mel,Kaisa,1.0,1
MIDDLE,Kaisa,Mel,0.0,1
MIDDLE,Morgana,Yasuo,1.0,2
MIDDLE,Yasuo,Morgana,0.0,2
TOP,Sion,MonkeyKing,1.0,3
TOP,MonkeyKing,Sion,0.0,3
MIDDLE,Qiyana,Garen,0.5,2
MIDDLE,Garen,Qiyana,0.5,2
UTILITY,Quinn,Soraka,0.0,1
UTILITY,Soraka,Quinn,1.0,1
JUNGLE,Poppy,Khazix,0.8,5
JUNGLE,Khazix,Poppy,0.2,5
TOP,TwistedFate,Yone,0.0,4
TOP,Yone,TwistedFate,1.0,4
TOP,Yorick,Cassiopeia,0.16666666666666666,6
TOP,Cassiopeia,Yorick,0.8333333333333334,6
TOP,Poppy,XinZhao,0.0,1
TOP,XinZhao,Poppy,1.0,1
MIDDLE,Tryndamere,Rumble,0.0,1
MIDDLE,Rumble,Tryndamere,1.0,1
JUNGLE,Hecarim,Gwen,1.0,1
JUNGLE,Gwen,Hecarim,0.0,1
TOP,Rumble,Ekko,0.0,1
TOP,Ekko,Rumble,1.0,1
UTILITY,Bard,Evelynn,0.0,1
UTILITY,Evelynn,Bard,1.0,1
TOP,Akali,Kalista,0.6666666666666666,3
TOP,Kalista,Akali,0.3333333333333333,3
TOP,Yasuo,Fiora,0.8,5
TOP,Fiora,Yasuo,0.2,5
JUNGLE,Sylas,Quinn,0.5,4
JUNGLE,Quinn,Sylas,0.5,4
TOP,Taliyah,Vayne,0.0,1
TOP,Vayne,Taliyah,1.0,1
JUNGLE,Quinn,Sejuani,0.0,3
JUNGLE,Sejuani,Quinn,1.0,3
JUNGLE,Quinn,Nunu,0.8,10
JUNGLE,Nunu,Quinn,0.2,10
UTILITY,Zilean,Ahri,1.0,1
UTILITY,Ahri,Zilean,0.0,1
JUNGLE,JarvanIV,Quinn,0.4,10
JUNGLE,Quinn,JarvanIV,0.6,10
TOP,Corki,Akali,1.0,1
TOP,Akali,Corki,0.0,1
TOP,Smolder,Zeri,1.0,2
TOP,Zeri,Smolder,0.0,2
MIDDLE,XinZhao,Azir,0.0,1
MIDDLE,Azir,XinZhao,1.0,1
UTILITY,LeeSin,Lulu,0.0,1
UTILITY,Lulu,LeeSin,1.0,1
TOP,Karthus,Irelia,1.0,2
TOP,Irelia,Karthus,0.0,2
UTILITY,Zilean,Galio,1.0,1
UTILITY,Galio,Zilean,0.0,1
UTILITY,Bard,LeeSin,1.0,2
UTILITY,LeeSin,Bard,0.0,2
TOP,Gangplank,Ashe,0.0,2
TOP,Ashe,Gangplank,1.0,2
MIDDLE,Zed,Tristana,0.0,3
MIDDLE,Tristana,Zed,1.0,3
TOP,Shyvana,Quinn,1.0,1
TOP,Quinn,Shyvana,0.0,1
TOP,Anivia,Quinn,0.3333333333333333,3
TOP,Quinn,Anivia,0.6666666666666666,3
TOP,KogMaw,Akali,1.0,3
TOP,Akali,KogMaw,0.0,3
UTILITY,Heimerdinger,TahmKench,1.0,1
UTILITY,TahmKench,Heimerdinger,0.0,1
TOP,Shyvana,Rumble,0.75,4
TOP,Rumble,Shyvana,0.25,4
TOP,Brand,Leblanc,0.0,1
TOP,Leblanc,Brand,1.0,1
TOP,Zeri,Sion,0.0,1
TOP,Sion,Zeri,1.0,1
MIDDLE,Sylas,Gragas,0.5,4
MIDDLE,Gragas,Sylas,0.5,4
MIDDLE,XinZhao,Kayle,0.3333333333333333,3
MIDDLE,Kayle,XinZhao,0.6666666666666666,3
TOP,Quinn,Yasuo,0.4,5
TOP,Yasuo,Quinn,0.6,5
MIDDLE,Riven,Lucian,1.0,1
MIDDLE,Lucian,Riven,0.0,1
BOTTOM,Varus,TahmKench,0.25,4
BOTTOM,TahmKench,Varus,0.75,4
JUNGLE,Pantheon,Briar,0.4,5
JUNGLE,Briar,Pantheon,0.6,5
MIDDLE,Nocturne,XinZhao,0.0,1
MIDDLE,XinZhao,Nocturne,1.0,1
BOTTOM,MissFortune,Xerath,1.0,1
BOTTOM,Xerath,MissFortune,0.0,1
JUNGLE,Naafiri,Quinn,0.42857142857142855,7
JUNGLE,Quinn,Naafiri,0.5714285714285714,7
TOP,Ezreal,Riven,1.0,1
TOP,Riven,Ezreal,0.0,1
JUNGLE,Zeri,DrMundo,0.0,1
JUNGLE,DrMundo,Zeri,1.0,1
MIDDLE,Akali,Lux,1.0,3
MIDDLE,Lux,Akali,0.0,3
UTILITY,Janna,Galio,0.3333333333333333,3
UTILITY,Galio,Janna,0.6666666666666666,3
JUNGLE,Irelia,Kayn,0.0,1
JUNGLE,Kayn,Irelia,1.0,1
TOP,Zoe,Lissandra,0.0,1
TOP,Lissandra,Zoe,1.0,1
TOP,Vayne,Karthus,0.3333333333333333,3
TOP,Karthus,Vayne,0.6666666666666666,3
TOP,Kassadin,Vayne,0.0,1
TOP,Vayne,Kassadin,1.0,1
JUNGLE,Quinn,Graves,0.75,8
JUNGLE,Graves,Quinn,0.25,8
UTILITY,Zoe,Brand,0.0,1
UTILITY,Brand,Zoe,1.0,1
UTILITY,Taliyah,Sylas,0.0,1
UTILITY,Sylas,Taliyah,1.0,1
JUNGLE,Teemo,MonkeyKing,1.0,1
JUNGLE,MonkeyKing,Teemo,0.0,1
TOP,Kalista,Naafiri,1.0,1
TOP,Naafiri,Kalista,0.0,1
JUNGLE,Trundle,Kayn,1.0,1
JUNGLE,Kayn,Trundle,0.0,1
TOP,Velkoz,Fiora,1.0,1
TOP,Fiora,Velkoz,0.0,1
UTILITY,Shaco,Blitzcrank,0.0,1
UTILITY,Blitzcrank,Shaco,1.0,1
MIDDLE,Zilean,Ahri,0.5,6
MIDDLE,Ahri,Zilean,0.5,6
TOP,Chogath,Kayle,0.0,2
TOP,Kayle,Chogath,1.0,2
JUNGLE,Karthus,MonkeyKing,0.3333333333333333,9
JUNGLE,MonkeyKing,Karthus,0.6666666666666666,9
UTILITY,Morgana,Shaco,0.3333333333333333,3
UTILITY,Shaco,Morgana,0.6666666666666666,3
TOP,Kennen,Cassiopeia,0.5,2
TOP,Cassiopeia,Kennen,0.5,2
JUNGLE,LeeSin,Rammus,1.0,1
JUNGLE,Rammus,LeeSin,0.0,1
BOTTOM,Taliyah,Jinx,0.0,1
BOTTOM,Jinx,Taliyah,1.0,1
MIDDLE,XinZhao,Diana,0.3333333333333333,3
MIDDLE,Diana,XinZhao,0.6666666666666666,3
TOP,Smolder,Akali,0.0,1
TOP,Akali,Smolder,1.0,1
JUNGLE,Poppy,Jayce,1.0,2
JUNGLE,Jayce,Poppy,0.0,2
MIDDLE,Malphite,Tryndamere,0.5,2
MIDDLE,Tryndamere,Malphite,0.5,2
TOP,Kalista,Vex,0.0,1
TOP,Vex,Kalista,1.0,1
UTILITY,FiddleSticks,Alistar,0.5,2
UTILITY,Alistar,FiddleSticks,0.5,2
TOP,Vladimir,Rengar,1.0,1
TOP,Rengar,Vladimir,0.0,1
MIDDLE,Yasuo,Soraka,0.5,2
MIDDLE,Soraka,Yasuo,0.5,2
JUNGLE,Nocturne,Quinn,0.625,8
JUNGLE,Quinn,Nocturne,0.375,8
MIDDLE,Vladimir,Quinn,1.0,2
MIDDLE,Quinn,Vladimir,0.0,2
TOP,Maokai,Ambessa,1.0,1
TOP,Ambessa,Maokai,0.0,1
JUNGLE,Belveth,Skarner,1.0,5
JUNGLE,Skarner,Belveth,0.0,5
TOP,Tryndamere,Leblanc,1.0,1
TOP,Leblanc,Tryndamere,0.0,1
MIDDLE,Briar,Heimerdinger,0.0,1
MIDDLE,Heimerdinger,Briar,1.0,1
TOP,Chogath,KogMaw,0.0,2
TOP,KogMaw,Chogath,1.0,2
MIDDLE,Viktor,Fiora,0.6,5
MIDDLE,Fiora,Viktor,0.4,5
TOP,Zilean,Katarina,1.0,1
TOP,Katarina,Zilean,0.0,1
JUNGLE,Quinn,RekSai,0.0,2
JUNGLE,RekSai,Quinn,1.0,2
UTILITY,Nidalee,Alistar,0.5,2
UTILITY,Alistar,Nidalee,0.5,2
MIDDLE,Yasuo,Fiora,1.0,3
MIDDLE,Fiora,Yasuo,0.0,3
TOP,Shyvana,Gragas,0.0,1
TOP,Gragas,Shyvana,1.0,1
UTILITY,Nautilus,Amumu,0.3333333333333333,3
UTILITY,Amumu,Nautilus,0.6666666666666666,3
TOP,Graves,Sion,0.0,2
TOP,Sion,Graves,1.0,2
JUNGLE,Evelynn,Brand,0.0,1
JUNGLE,Brand,Evelynn,1.0,1
MIDDLE,Smolder,XinZhao,0.0,1
MIDDLE,XinZhao,Smolder,1.0,1
BOTTOM,Nilah,Irelia,1.0,1
BOTTOM,Irelia,Nilah,0.0,1
TOP,Rumble,Nasus,1.0,2
TOP,Nasus,Rumble,0.0,2
UTILITY,Nidalee,Taric,0.0,1
UTILITY,Taric,Nidalee,1.0,1
TOP,Velkoz,Vladimir,0.0,1
TOP,Vladimir,Velkoz,1.0,1
TOP,Azir,Camille,0.0,1
TOP,Camille,Azir,1.0,1
JUNGLE,Lillia,Zed,1.0,1
JUNGLE,Zed,Lillia,0.0,1
UTILITY,Milio,Camille,0.75,4
UTILITY,Camille,Milio,0.25,4
TOP,Fizz,Gragas,0.3333333333333333,3
TOP,Gragas,Fizz,0.6666666666666666,3
BOTTOM,Vladimir,Seraphine,0.3333333333333333,3
BOTTOM,Seraphine,Vladimir,0.6666666666666666,3
TOP,Velkoz,Renekton,0.5,2
TOP,Renekton,Velkoz,0.5,2
TOP,Tryndamere,TahmKench,0.5,2
TOP,TahmKench,Tryndamere,0.5,2
JUNGLE,Quinn,Skarner,0.5,2
JUNGLE,Skarner,Quinn,0.5,2
BOTTOM,Zyra,Lucian,0.6666666666666666,3
BOTTOM,Lucian,Zyra,0.3333333333333333,3
JUNGLE,Quinn,Viego,0.4444444444444444,9
JUNGLE,Viego,Quinn,0.5555555555555556,9
TOP,Zeri,Twitch,1.0,1
TOP,Twitch,Zeri,0.0,1
MIDDLE,Velkoz,Kassadin,0.0,2
MIDDLE,Kassadin,Velkoz,1.0,2
MIDDLE,Heimerdinger,Taliyah,0.0,1
MIDDLE,Taliyah,Heimerdinger,1.0,1
TOP,DrMundo,Nasus,0.2,5
TOP,Nasus,DrMundo,0.8,5
UTILITY,Velkoz,Zyra,0.0,1
UTILITY,Zyra,Velkoz,1.0,1
JUNGLE,LeeSin,Quinn,0.5263157894736842,19
JUNGLE,Quinn,LeeSin,0.47368421052631576,19
UTILITY,Rakan,Rammus,0.5,2
UTILITY,Rammus,Rakan,0.5,2
TOP,Galio,Riven,1.0,1
TOP,Riven,Galio,0.0,1
UTILITY,Skarner,Leblanc,1.0,1
UTILITY,Leblanc,Skarner,0.0,1
UTILITY,FiddleSticks,Yuumi,1.0,1
UTILITY,Yuumi,FiddleSticks,0.0,1
TOP,Smolder,Karma,0.0,1
TOP,Karma,Smolder,1.0,1
TOP,Malphite,Heimerdinger,0.0,2
TOP,Heimerdinger,Malphite,1.0,2
TOP,Jayce,Ekko,0.6,5
TOP,Ekko,Jayce,0.4,5
BOTTOM,Sivir,Nilah,0.0,2
BOTTOM,Nilah,Sivir,1.0,2
JUNGLE,Brand,Vi,0.25,4
JUNGLE,Vi,Brand,0.75,4
MIDDLE,Azir,Gwen,0.0,2
MIDDLE,Gwen,Azir,1.0,2
TOP,Draven,Ambessa,0.5,2
TOP,Ambessa,Draven,0.5,2
TOP,Lissandra,Gnar,0.0,1
TOP,Gnar,Lissandra,1.0,1
TOP,Pantheon,Taliyah,0.5,2
TOP,Taliyah,Pantheon,0.5,2
JUNGLE,Zac,Kayn,0.6666666666666666,3
JUNGLE,Kayn,Zac,0.3333333333333333,3
TOP,Malphite,Malzahar,0.5,2
TOP,Malzahar,Malphite,0.5,2
UTILITY,Shaco,Veigar,1.0,1
UTILITY,Veigar,Shaco,0.0,1
BOTTOM,Qiyana,Viktor,1.0,1
BOTTOM,Viktor,Qiyana,0.0,1
TOP,RekSai,Vladimir,1.0,1
TOP,Vladimir,RekSai,0.0,1
UTILITY,Brand,Annie,1.0,1
UTILITY,Annie,Brand,0.0,1
MIDDLE,Corki,Brand,0.0,1
MIDDLE,Brand,Corki,1.0,1
TOP,Soraka,Gwen,1.0,1
TOP,Gwen,Soraka,0.0,1
UTILITY,Yuumi,Camille,0.5,4
UTILITY,Camille,Yuumi,0.5,4
TOP,TahmKench,KSante,0.0,1
TOP,KSante,TahmKench,1.0,1
TOP,Brand,Renekton,1.0,2
TOP,Renekton,Brand,0.0,2
TOP,Yunara,KSante,0.0,1
TOP,KSante,Yunara,1.0,1
TOP,Twitch,Briar,0.0,1
TOP,Briar,Twitch,1.0,1
TOP,Veigar,Teemo,0.0,1
TOP,Teemo,Veigar,1.0,1
MIDDLE,Leblanc,Lucian,0.0,2
MIDDLE,Lucian,Leblanc,1.0,2
MIDDLE,Ambessa,Vex,0.5,4
MIDDLE,Vex,Ambessa,0.5,4
BOTTOM,Lux,AurelionSol,0.6666666666666666,3
BOTTOM,AurelionSol,Lux,0.3333333333333333,3
MIDDLE,Morgana,XinZhao,0.0,1
